ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,pid_1,pid_2
RL,54.0,7223,Pave,0,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,None,0.0,3,3,PConc,3,3,1,4,319.0,1,0.0,971.0,1290.0,GasA,3,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1973.0,1,1.0,352.0,3,3,Y,0,0,64,0,0,0,0,MnPrv,NONE,0,4,2007,WD ,136500,9,09
RH,28.94130821701399,3612,Pave,1,Lvl,AllPub,Inside,0,Landmrk,Norm,Norm,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,6,338.0,1,0.0,292.0,630.0,GasA,5,Y,SBrkr,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,7,0,0,Detchd,1993.0,1,2.0,484.0,3,3,Y,0,48,0,0,0,0,0,MnPrv,NONE,0,6,2006,WD ,137000,9,07
RL,63.0,12680,Pave,1,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,BrkFace,102.0,4,3,CBlock,4,4,1,6,983.0,1,0.0,692.0,1675.0,GasA,5,Y,SBrkr,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,7,1,5,Attchd,1988.0,2,2.0,528.0,3,3,Y,0,48,0,0,141,0,0,NONE,NONE,0,6,2008,WD ,226500,5,27
RL,85.0,10176,Pave,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,3,6,637.0,1,0.0,663.0,1300.0,GasA,4,Y,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,7,1,1,Attchd,1990.0,1,2.0,506.0,3,3,Y,192,0,0,0,0,0,0,NONE,NONE,0,2,2010,WD ,171500,5,27
RL,55.0,10780,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,483.0,1,0.0,428.0,911.0,GasA,4,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1976.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,132500,9,07
RL,68.45917425419921,8544,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,7,0,0,Detchd,1949.0,1,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,5,2006,WD ,87500,5,35
FV,79.0,10646,Pave,1,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,BrkFace,513.0,3,3,PConc,3,3,0,6,681.0,1,0.0,177.0,858.0,GasA,5,Y,SBrkr,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,2001.0,3,2.0,546.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,6,2008,WD ,223000,5,33
RL,80.0,8400,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,0,1,0.0,1,0.0,1319.0,1319.0,GasA,3,Y,SBrkr,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,7,1,4,Attchd,1962.0,2,2.0,462.0,3,3,Y,0,36,0,0,0,0,0,GdPrv,NONE,0,7,2008,COD,174000,5,35
RL,85.0,15428,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,741.0,1,0.0,143.0,884.0,GasA,5,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1951.0,3,1.0,270.0,3,3,Y,0,0,0,0,195,0,0,NONE,NONE,0,6,2006,WD ,142000,5,35
FV,81.0,11216,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,4,0,1,0.0,1,0.0,1489.0,1489.0,GasA,5,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,2,2.0,776.0,3,3,Y,0,140,0,0,0,0,0,NONE,NONE,0,6,2006,New,232600,5,28
RL,78.0,10140,Pave,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,0,5,663.0,2,377.0,0.0,1040.0,GasA,2,Y,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,7,1,2,Attchd,1974.0,2,2.0,484.0,3,3,Y,265,0,0,0,0,648,2,GdPrv,NONE,0,1,2006,WD ,181000,5,27
RM,42.0,3964,Pave,0,Lvl,AllPub,Inside,0,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,None,0.0,3,3,CBlock,4,3,0,5,837.0,1,0.0,105.0,942.0,GasA,4,Y,SBrkr,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,3,1,4,Attchd,1973.0,3,2.0,576.0,3,3,Y,728,20,0,0,0,0,0,GdPrv,NONE,0,6,2006,WD ,151400,9,23
RL,98.0,11428,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,248.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1626.0,1626.0,GasA,5,Y,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,2,3.0,866.0,3,3,Y,0,44,0,0,0,0,0,NONE,NONE,0,5,2007,WD ,250000,5,28
RL,80.0,10421,Pave,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,0,6,394.0,1,0.0,586.0,980.0,GasA,3,Y,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1988.0,1,2.0,496.0,3,3,Y,228,66,156,0,0,0,0,MnPrv,Shed,500,3,2010,WD ,196500,5,34
RM,75.0,13500,Pave,0,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,None,0.0,3,4,PConc,3,3,0,1,0.0,1,0.0,819.0,819.0,GasA,3,Y,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,7,1,4,Attchd,1950.0,1,2.0,576.0,3,3,N,0,148,150,0,0,0,0,MnPrv,NONE,0,2,2007,WD ,185000,9,02
RL,75.0,9000,Pave,0,Lvl,AllPub,Inside,0,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,2,4,955.0,1,0.0,261.0,1216.0,GasA,3,Y,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1969.0,1,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NONE,0,8,2009,WD ,113000,5,34
RL,60.0,8089,Pave,0,HLS,AllPub,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,BrkFace,0.0,4,3,PConc,4,3,2,6,945.0,1,0.0,474.0,1419.0,GasA,5,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,7,1,4,Attchd,2007.0,2,2.0,567.0,3,3,Y,140,0,0,0,0,0,0,NONE,NONE,0,10,2007,New,392000,5,27
RL,35.0,9400,Pave,1,Lvl,AllPub,CulDSac,0,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,BrkFace,250.0,3,3,CBlock,4,4,3,6,945.0,1,0.0,0.0,945.0,GasA,3,Y,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,3,4,7,0,0,NONE,0.0,0,0.0,0.0,0,0,Y,0,0,0,0,0,0,0,NONE,NONE,0,10,2006,WD ,127500,9,08
FV,24.0,2117,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,BrkFace,216.0,4,3,PConc,4,3,0,6,417.0,1,0.0,339.0,756.0,GasA,5,Y,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,7,0,0,Detchd,2000.0,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,NONE,NONE,0,9,2007,WD ,177000,5,33
FV,85.0,10625,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,353.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1158.0,1158.0,GasA,5,Y,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,5,1,4,BuiltIn,2004.0,2,3.0,744.0,3,3,Y,193,127,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,265000,5,28
FV,106.0,8413,Pave,1,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,4,4,PConc,5,3,1,6,901.0,1,0.0,319.0,1220.0,GasA,5,Y,SBrkr,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,7,2,3,Attchd,1998.0,2,2.0,1105.0,4,3,Y,147,0,36,0,144,0,0,NONE,NONE,0,6,2007,WD ,312500,5,33
RM,75.0,13500,Pave,0,Lvl,AllPub,Inside,0,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,None,0.0,5,5,BrkTil,3,3,0,1,0.0,1,0.0,1237.0,1237.0,GasA,4,Y,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,7,1,4,Detchd,1988.0,1,2.0,880.0,4,3,Y,105,502,0,0,0,0,0,NONE,NONE,0,7,2008,WD ,325000,9,02
RL,125.60463665833647,15676,Pave,1,Low,AllPub,Inside,0,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,3,5,1733.0,3,92.0,189.0,2014.0,GasA,4,Y,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,3,2,4,Attchd,1980.0,2,3.0,864.0,3,3,Y,462,0,0,255,0,0,0,MnPrv,NONE,0,4,2009,WD ,275000,5,32
RL,82.0,9950,Pave,1,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,6,565.0,1,0.0,638.0,1203.0,GasA,5,Y,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1995.0,2,3.0,721.0,3,3,Y,224,114,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,290000,5,28
RL,39.0,15410,Pave,1,Lvl,AllPub,CulDSac,0,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,3,4,126.0,6,859.0,223.0,1208.0,GasA,5,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,7,2,2,Attchd,1974.0,3,2.0,461.0,3,3,Y,296,0,186,0,0,0,0,GdPrv,NONE,0,4,2010,WD ,169000,5,32
RM,50.0,6000,Pave,0,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,2,616.0,1,0.0,0.0,616.0,GasA,4,Y,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1921.0,1,1.0,205.0,3,3,Y,0,0,129,0,0,0,0,NONE,NONE,0,6,2006,WD ,89000,9,03
RL,63.0,8402,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,789.0,789.0,GasA,4,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,7,1,4,Attchd,1998.0,3,2.0,393.0,3,3,Y,0,75,0,0,0,0,0,NONE,NONE,0,5,2010,WD ,180400,5,27
RL,85.0,10655,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,BrkFace,296.0,4,3,PConc,4,3,0,6,1124.0,0,479.0,1603.0,3206.0,GasA,5,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2003.0,2,3.0,880.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,10,2009,WD ,284000,5,28
RL,70.0,10150,Pave,0,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,None,1.0,3,3,CBlock,3,3,0,3,456.0,1,0.0,456.0,912.0,GasA,5,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1958.0,2,1.0,275.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,7,2007,COD,114500,5,35
RL,84.0,10084,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,196.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1528.0,1552.0,GasA,5,Y,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,3.0,782.0,3,3,Y,144,20,0,0,0,0,0,NONE,NONE,0,7,2006,New,212900,9,07
RL,67.0,16285,Pave,2,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1413.0,1413.0,GasA,5,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2001.0,2,2.0,605.0,3,3,Y,0,33,0,0,0,0,0,NONE,NONE,0,6,2009,WD ,187100,9,07
FV,34.0,3230,Pave,0,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0,6,419.0,1,0.0,310.0,729.0,GasA,4,Y,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,7,1,2,Detchd,1999.0,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,176000,5,33
RL,95.01468969180168,21579,Pave,1,Lvl,AllPub,CulDSac,0,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,None,0.0,3,3,PConc,4,3,0,4,813.0,1,0.0,675.0,1488.0,GasA,5,Y,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,7,2,4,Attchd,1968.0,2,2.0,552.0,3,3,Y,0,0,216,0,0,0,0,NONE,NONE,0,9,2007,CWD,215000,9,09
RL,64.0,8320,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,6,490.0,1,0.0,280.0,770.0,GasA,5,Y,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,2004.0,2,2.0,520.0,3,3,Y,0,45,0,0,0,0,0,NONE,NONE,0,9,2008,WD ,185900,9,07
RL,60.0,6960,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,375.0,4,239.0,250.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,4,5,7,0,0,Detchd,1989.0,1,2.0,660.0,3,3,Y,96,0,0,0,0,0,0,NONE,Shed,500,11,2009,WD ,120500,5,27
RL,60.0,21930,Pave,3,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,4,2,1,0.0,1,0.0,732.0,732.0,GasA,5,Y,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,7,1,4,BuiltIn,2005.0,3,2.0,372.0,3,3,Y,100,40,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,192140,5,28
RL,60.0,6600,Pave,0,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,None,0.0,4,4,CBlock,3,3,0,5,641.0,1,0.0,175.0,816.0,GasA,5,Y,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,4,5,7,1,5,Attchd,1982.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NONE,0,10,2008,WD ,130500,9,23
RL,50.0,8405,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,3,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,3,9,4,0,0,Detchd,1945.0,1,1.0,240.0,3,3,N,92,0,185,0,0,0,0,NONE,NONE,0,4,2009,WD ,98000,9,08
RL,91.0,11778,Pave,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,554.0,4,3,PConc,4,3,3,6,2085.0,1,0.0,186.0,2271.0,GasA,5,Y,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,7,2,4,Attchd,2008.0,2,3.0,1348.0,4,3,Y,0,0,70,0,255,0,0,NONE,NONE,0,6,2008,WD ,475000,9,06
RM,60.0,8967,Pave,0,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,None,0.0,3,2,BrkTil,2,1,0,1,0.0,1,0.0,961.0,961.0,GasA,4,Y,Mix,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,2,0,0,Detchd,1920.0,1,1.0,338.0,1,1,N,0,0,0,0,0,0,0,NONE,NONE,0,11,2007,WD ,67000,9,10
RL,86.0,10562,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,Stone,300.0,4,3,PConc,5,3,0,6,1288.0,1,0.0,294.0,1582.0,GasA,5,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,7,1,4,Attchd,2007.0,3,3.0,789.0,3,3,Y,178,120,0,0,0,0,0,NONE,NONE,0,11,2007,New,325624,5,28
RL,44.0,12864,Pave,1,Lvl,AllPub,CulDSac,0,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,6,1392.0,1,0.0,17.0,1409.0,GasA,5,Y,SBrkr,1409,0,0,1409,1.0,0.0,1,1,1,1,4,4,7,1,4,Attchd,2002.0,2,2.0,576.0,3,3,Y,0,144,0,0,145,0,0,NONE,NONE,0,7,2007,WD ,245000,9,14
RL,66.0,13695,Pave,0,Lvl,AllPub,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,3,3,0,6,646.0,1,0.0,468.0,1114.0,GasA,5,Y,SBrkr,1114,0,0,1114,1.0,0.0,1,1,3,1,4,6,7,0,0,Detchd,2004.0,1,2.0,576.0,3,3,Y,0,102,0,0,0,0,0,NONE,NONE,0,6,2008,WD ,159000,5,31
RL,79.0,10289,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,0,5,836.0,1,0.0,237.0,1073.0,GasA,3,Y,SBrkr,1073,0,0,1073,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1965.0,2,2.0,515.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,156000,5,34
RL,105.0,15431,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,Stone,200.0,5,3,PConc,5,3,3,6,1767.0,5,539.0,788.0,3094.0,GasA,5,Y,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,5,10,7,2,4,Attchd,2008.0,3,3.0,672.0,3,3,Y,0,72,0,0,170,0,0,NONE,NONE,0,4,2009,WD ,555000,5,28
RL,48.96257237929629,11120,Pave,1,Lvl,AllPub,CulDSac,0,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,None,0.0,3,3,PConc,4,3,0,4,660.0,1,0.0,572.0,1232.0,GasA,3,Y,SBrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1984.0,1,2.0,516.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,6,2008,WD ,162500,5,33
RL,73.0,9069,Pave,0,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,None,0.0,4,4,PConc,4,3,2,2,261.0,6,1083.0,0.0,1344.0,GasA,4,Y,SBrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,4,8,7,0,0,Attchd,1993.0,1,4.0,920.0,3,3,Y,288,0,0,0,0,0,0,NONE,NONE,0,4,2006,WD ,224500,9,06
RL,378.83307101340574,47280,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,BrkFace,44.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1488.0,1488.0,GasA,4,Y,SBrkr,1488,0,0,1488,0.0,0.0,2,1,3,1,3,6,7,1,3,Attchd,1950.0,2,2.0,738.0,3,3,Y,0,0,180,0,0,0,0,NONE,NONE,0,7,2008,WD ,133000,5,27
RL,63.0,7875,Pave,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,783.0,783.0,GasA,5,Y,SBrkr,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2003.0,3,2.0,393.0,3,3,Y,0,75,0,0,0,0,0,NONE,NONE,0,7,2006,WD ,180000,5,28
RL,60.0,6600,Pave,0,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,0,6,638.0,1,0.0,207.0,845.0,GasA,4,Y,SBrkr,845,0,0,845,0.0,0.0,1,0,3,1,4,6,7,0,0,Attchd,1982.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,7,2008,WD ,134500,9,23
RL,66.0,13682,Pave,2,HLS,AllPub,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,3,1,0.0,1,0.0,1410.0,1410.0,GasA,5,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,4,10,7,1,4,BuiltIn,2006.0,3,3.0,641.0,3,3,Y,192,0,37,0,0,0,0,NONE,NONE,0,10,2006,New,438780,5,27
RL,101.0,9150,Pave,1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,BrkFace,305.0,3,3,CBlock,4,3,3,6,371.0,1,0.0,728.0,1099.0,GasA,4,Y,SBrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,3,6,7,1,4,Basment,1962.0,2,1.0,296.0,3,3,Y,64,110,0,0,0,0,0,NONE,NONE,0,12,2008,WD ,165000,5,35
RL,65.0,7150,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,0,4,432.0,1,0.0,460.0,892.0,GasA,3,Y,SBrkr,892,0,0,892,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1967.0,2,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,GdWo,NONE,0,7,2009,WD ,100000,5,27
RL,98.43410062182085,12285,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,BrkFace,128.0,3,3,CBlock,3,3,0,4,544.0,1,0.0,785.0,1329.0,GasA,4,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,3,5,7,2,4,Attchd,1960.0,1,2.0,441.0,3,3,Y,0,0,203,0,0,0,0,NONE,NONE,0,8,2009,WD ,176000,5,35
RL,102.0,17920,Pave,0,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,306.0,3,1085.0,372.0,1763.0,GasA,3,Y,SBrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,7,1,4,Attchd,1955.0,1,2.0,454.0,3,3,Y,0,418,0,0,312,0,0,NONE,NONE,0,7,2006,WD ,170000,9,05
